0.69043,0.08232,29,24,35,36
0.70347,0.08166,31,28,32,41
0.70249,0.08169,37,30,38,43
0.70528,0.08153,19,24,26,36
0.70896,0.08141,34,22,20,31
0.70553,0.08152,33,32,35,32
