lstm,,lstm
vintage,Real Default Rate,Forecast
2022 Q1,0.010775862,0.006895739
2022 Q2,0.01089562,0.010598103
2022 Q3,0.022077492,0.021989806
2022 Q4,0.033411293,0.021825608
lstm,,lstm
vintage,Real Default Rate,Forecast
2023 Q1,0.022451729,0.025758465
2023 Q2,0.02268088,0.034980451
2023 Q3,0.023030861,0.03193451
2023 Q4,0.034908075,0.026826209
lstm,,lstm
vintage,Real Default Rate,Forecast
2024 Q1,0.047192072,0.028957294
2024 Q2,0.023920584,0.010646264
2024 Q3,0.024230676,0.008657642
2024 Q4,0.056148231,0.03954621
