Weibull,,Weibull
vintage,Real EAD,Forecast
2022 Q1,14.47876448,30.05670906
2022 Q2,19.03994845,33.19389182
2022 Q3,39.11783645,35.20126901
2022 Q4,57.33590734,36.8867558
Weibull,,Weibull
vintage,Real EAD,Forecast
2023 Q1,56.25,38.14534247
2023 Q2,43.49226804,39.32462531
2023 Q3,19.32989691,40.01171087
2023 Q4,91.33376168,40.71831529
Weibull,,Weibull
vintage,Real EAD,Forecast
2024 Q1,124.871134,41.20753491
2024 Q2,46.87499372,41.49678888
2024 Q3,38.94974227,41.88259242
2024 Q4,79.83247423,41.65499049
