0.042052145,0.034185832,0.064517,0.034186954,0.031201363,0.030225663,0.043292201,0.042924728,40.53719008,13.29151523,22.49858578,14.98740638,11.38013833,10.98352604,13.81447411,18.45087351
0.04609357,0.03832138,0.068599581,0.03832251,0.047335983,0.026040049,0.03678311,0.052867757,27.02479339,13.06731693,21.24040561,14.84113943,15.65405187,10.66921498,14.62292958,20.0677914
0.024648755,0.040649457,0.072453079,0.040648335,0.04071929,0.029269687,0.032081847,0.028675713,13.88429752,14.03092331,20.19107108,13.67014939,14.93593126,9.62298148,10.34363794,9.017171569
0.025412961,0.040559481,0.076087192,0.040558357,0.052609306,0.031553666,0.033184723,0.023876049,13.01652893,13.73889701,20.27373984,13.13031216,16.39770473,9.134870993,11.2694848,5.650697921
0.026055237,0.031518792,0.079540676,0.031517668,0.036023284,0.025314122,0.035713022,0.029794841,8.925619831,12.42469067,20.39652143,9.843866985,10.15161297,6.995634432,10.32783322,7.971154373
0.026968716,0.032893497,0.082837302,0.032892371,0.050060457,0.02768795,0.040400857,0.038542361,7.438016529,13.64168708,20.47732601,10.01291451,14.5070546,9.699327378,13.60253923,10.21484906
0.055788006,0.034380732,0.086001668,0.034381854,0.064551544,0.026546091,0.049036068,0.04716717,23.9256197,14.00063782,20.40746532,9.854297893,19.24099411,7.146792759,15.61096288,13.60669926
0.058292043,0.03526996,0.089043381,0.03527107,0.065560367,0.027308792,0.043620085,0.041934475,25.78512397,11.80185019,20.1822513,10.13975855,18.94904864,5.716496854,10.11829244,11.38401115
0.060864273,0.028203649,0.09197827,0.026844772,0.049888445,0.021993995,0.030942842,0.052076577,24.04958678,12.54299667,19.86645558,7.234864097,11.4426648,5.896428353,6.482177045,15.63357362
0.064329366,0.0304356,0.094813467,0.029076723,0.048650562,0.0232105,0.045368735,0.053076217,25.66115671,13.18883045,19.32120958,7.411699954,10.64833753,5.385623566,11.96785426,14.52206008
0.067934783,0.031385602,0.097567066,0.030026725,0.048472148,0.029417621,0.041370691,0.045061009,25.2892562,10.88446884,18.56294101,6.772552745,9.951344184,7.170747816,10.41554526,11.30645758
0.03534818,0.031055175,0.100239126,0.031056294,0.049195045,0.029046768,0.038723565,0.03827254,16.98347107,12.2253108,18.23762322,7.245709758,9.711597219,5.500299101,9.721323998,9.921537992
0.010775862,0.03185382,0.033258984,0.007483362,0.006895739,0.01931395,0.00918317,0.008029768,14.47876448,27.56413657,30.05670906,9.744823696,12.13497867,19.18189442,6.290088572,9.736510783
0.01089562,0.024848078,0.037900163,0.012744767,0.010598103,0.017442064,0.00474994,0.010534177,19.03994845,23.86652763,33.19389182,12.83881384,21.79141241,14.30385386,6.548436785,14.79023388
0.022077492,0.033677572,0.041152723,0.015956791,0.021989806,0.019758054,0.0163376,0.022867153,39.11783645,29.57097917,35.20126901,16.44736236,28.28814016,20.11025636,17.97444019,37.73569704
0.033411293,0.043526447,0.04371241,0.019797463,0.021825608,0.018417116,0.021299986,0.023068246,57.33590734,36.5265487,36.8867558,19.90764664,40.94729308,14.44831515,23.47466038,40.48031643
0.022451729,0.047929972,0.045848334,0.012123436,0.025758465,0.019117014,0.010262453,0.020619096,56.25,44.75945294,38.14534247,14.98424461,25.765817,17.12402334,8.117491335,26.71171169
0.02268088,0.04948306,0.047691727,0.021366897,0.034980451,0.021283971,0.018150631,0.024240727,43.49226804,43.70070973,39.32462531,19.83033103,36.27020219,18.89466859,17.07677121,32.12072849
0.023030861,0.048941921,0.049323717,0.024048271,0.03193451,0.016853313,0.023607258,0.022813888,19.32989691,38.71613733,40.01171087,22.80983958,30.13318391,18.46107517,31.66475344,37.31665824
0.034908075,0.047733216,0.050791708,0.026430071,0.026826209,0.020971067,0.011048011,0.025906702,91.33376168,43.87454188,40.71831529,24.62173803,25.53566475,18.1322933,16.50503214,45.4037464
0.047192072,0.056279951,0.05212924,0.02555197,0.028957294,0.021084212,0.04479339,0.0382531,124.871134,46.65064344,41.20753491,27.13735629,39.66743673,21.22990277,50.44904042,61.4808293
0.023920584,0.049348174,0.053361086,0.03446274,0.010646264,0.017389747,0.010737118,0.015014331,46.87499372,44.70311356,41.49678888,29.1756925,14.83449797,16.76520921,12.19371696,22.09305642
0.024230676,0.044956581,0.054503703,0.032346241,0.008657642,0.020206824,0.004428471,0.015014552,38.94974227,28.28419016,41.88259242,28.14344357,12.61945757,20.19331178,6.699561066,25.37057425
0.056148231,0.048748793,0.055397914,0.034403153,0.03954621,0.021011368,0.00825639,0.058395637,79.83247423,46.08595072,41.65499049,30.63762251,45.52180387,20.63469653,10.338154,75.54650922
