DeepHit,,DeepHit
vintage,Real Default Rate,Forecast
2022 Q1,0.010775862,0.00918317
2022 Q2,0.01089562,0.00474994
2022 Q3,0.022077492,0.0163376
2022 Q4,0.033411293,0.021299986
DeepHit,,DeepHit
vintage,Real Default Rate,Forecast
2023 Q1,0.022451729,0.010262453
2023 Q2,0.02268088,0.018150631
2023 Q3,0.023030861,0.023607258
2023 Q4,0.034908075,0.011048011
DeepHit,,DeepHit
vintage,Real Default Rate,Forecast
2024 Q1,0.047192072,0.04479339
2024 Q2,0.023920584,0.010737118
2024 Q3,0.024230676,0.004428471
2024 Q4,0.056148231,0.00825639
