3lstm,,3lstm
vintage,Real Default Rate,Forecast
2022 Q1,0.010775862,0.008029768
2022 Q2,0.01089562,0.010534177
2022 Q3,0.022077492,0.022867153
2022 Q4,0.033411293,0.023068246
3lstm,,3lstm
vintage,Real Default Rate,Forecast
2023 Q1,0.022451729,0.020619096
2023 Q2,0.02268088,0.024240727
2023 Q3,0.023030861,0.022813888
2023 Q4,0.034908075,0.025906702
3lstm,,3lstm
vintage,Real Default Rate,Forecast
2024 Q1,0.047192072,0.0382531
2024 Q2,0.023920584,0.015014331
2024 Q3,0.024230676,0.015014552
2024 Q4,0.056148231,0.058395637
