0.39073118,0.947236181,0.073225175,0.889447236
0.242776657,0.953757225,0.00224735,0.947976879
0.4178406,0.895833333,0.040096603,0.880952381
0.326842905,0.833687763,0.028907115,0.505933614
0.497781662,0.815884445,0.229550276,0.733317497
0.330083653,0.939315147,0.041864692,0.550522214
0.412301753,0.921702128,0.002747204,0.789787234
0.455806974,0.960388679,0.055036845,0.808442461
0.417699085,0.906723188,0.089348816,0.893041849
0.388725739,0.829241461,0.009650686,0.813398865
0.404344685,0.91495756,0.01985822,0.650927498
0.321438805,0.892753213,-0.092857641,0.747206797
0.326708183,0.870621243,-0.075464752,0.705107686
0.390257738,0.858958352,0.023097877,0.656358926
0.430604907,0.841511936,0.044011888,0.54918214
0.405188313,0.881273412,0.084005103,0.586881724
0.412587661,0.900084602,0.026561757,0.608460237
0.323700908,0.934796778,0.101144627,0.684657498
0.432445265,0.975468975,0.087017102,0.884559885
0.355092593,0.914798206,0.120689107,0.865470852
0.506558272,0.998616874,0.138933514,0.980636238
0.357016459,0.897255297,0.035132828,0.908365476
0.342288098,0.943466242,0.025323533,0.470572443
0.581678472,0.99785292,0.154736248,0.427163503
0.351590554,0.940310353,0.044619145,0.708656124
0.39402234,0.87561056,0.173828872,0.92685545
0.359575351,0.791871265,0.229930097,0.872262525
0.363996908,0.83777821,0.068002876,0.645435697
0.40899772,0.927667984,0.206907367,0.749802372
0.365615922,0.832300885,0.057281107,0.765486726
0.306277433,0.923780488,-0.087473883,0.550304878
0.070776766,0.852703278,-0.072456104,0.798637718
0.054976227,0.867482161,-0.219698646,0.737512742
0.084322461,0.892883436,-0.386299586,0.740030675
