3lstm,,3lstm
vintage,Real EAD,Forecast
2013 Q1,40.53719008,18.45087351
2013 Q2,27.02479339,20.0677914
2013 Q3,13.88429752,9.017171569
2013 Q4,13.01652893,5.650697921
3lstm,,3lstm
vintage,Real EAD,Forecast
2014 Q1,8.925619831,7.971154373
2014 Q2,7.438016529,10.21484906
2014 Q3,23.9256197,13.60669926
2014 Q4,25.78512397,11.38401115
3lstm,,3lstm
vintage,Real EAD,Forecast
2015 Q1,24.04958678,15.63357362
2015 Q2,25.66115671,14.52206008
2015 Q3,25.2892562,11.30645758
2015 Q4,16.98347107,9.921537992
